,conm,type,cik,date,path
29625,AIM ImmunoTech Inc.,DEF 14A,946644,2020-08-11,https://www.sec.gov/Archives/edgar/data/946644/0001493152-20-015281-index.htm
29626,AIMCO PROPERTIES L.P.,10-Q,926660,2020-08-05,https://www.sec.gov/Archives/edgar/data/926660/0001564590-20-036228-index.htm
29627,"AIMZ Investment Advisors, LLC",13F-HR,1630365,2020-08-10,https://www.sec.gov/Archives/edgar/data/1630365/0001630365-20-000006-index.htm
29628,"AIP, LLC",13F-HR,1714498,2020-08-05,https://www.sec.gov/Archives/edgar/data/1714498/0001567619-20-014255-index.htm
29629,AIR INDUSTRIES GROUP,10-Q,1009891,2020-08-07,https://www.sec.gov/Archives/edgar/data/1009891/0001213900-20-020801-index.htm
29630,AIR LEASE CORP,10-Q,1487712,2020-08-06,https://www.sec.gov/Archives/edgar/data/1487712/0001558370-20-009658-index.htm
29631,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2969,2020-07-23,https://www.sec.gov/Archives/edgar/data/2969/0000002969-20-000035-index.htm
29632,AIR T INC,10-Q,353184,2020-08-14,https://www.sec.gov/Archives/edgar/data/353184/0000353184-20-000047-index.htm
29633,AIR T INC,DEF 14A,353184,2020-07-20,https://www.sec.gov/Archives/edgar/data/353184/0000353184-20-000038-index.htm
29634,AIRGAIN INC,10-Q,1272842,2020-08-06,https://www.sec.gov/Archives/edgar/data/1272842/0001564590-20-037891-index.htm
29635,"AIS Holdings Group, Inc.",10-Q,1702015,2020-08-11,https://www.sec.gov/Archives/edgar/data/1702015/0001599916-20-000094-index.htm
29636,"AJ WEALTH STRATEGIES, LLC",13F-HR,1744073,2020-08-14,https://www.sec.gov/Archives/edgar/data/1744073/0001744073-20-000006-index.htm
29637,"AJO, LP",13F-HR,1013536,2020-08-12,https://www.sec.gov/Archives/edgar/data/1013536/0001013536-20-000006-index.htm
29638,AKAMAI TECHNOLOGIES INC,10-Q,1086222,2020-08-07,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000198-index.htm
29639,"AKCEA THERAPEUTICS, INC.",10-Q,1662524,2020-08-05,https://www.sec.gov/Archives/edgar/data/1662524/0001564590-20-036729-index.htm
29640,AKO CAPITAL LLP,13F-HR,1376879,2020-08-03,https://www.sec.gov/Archives/edgar/data/1376879/0001376879-20-000004-index.htm
29641,AKORN INC,10-Q,3116,2020-08-07,https://www.sec.gov/Archives/edgar/data/3116/0001628280-20-012156-index.htm
29642,AKRE CAPITAL MANAGEMENT LLC,13F-HR,1112520,2020-08-11,https://www.sec.gov/Archives/edgar/data/1112520/0001112520-20-000022-index.htm
29643,ALABAMA POWER CO,10-Q,3153,2020-07-30,https://www.sec.gov/Archives/edgar/data/3153/0000092122-20-000057-index.htm
29644,ALAMO GROUP INC,10-Q,897077,2020-07-30,https://www.sec.gov/Archives/edgar/data/897077/0000897077-20-000116-index.htm
29645,"ALASKA AIR GROUP, INC.",10-Q,766421,2020-08-04,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000071-index.htm
29646,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,10-Q,1089511,2020-08-10,https://www.sec.gov/Archives/edgar/data/1089511/0001437749-20-017317-index.htm
29647,ALATUS CAPITAL LTD,13F-HR,1730812,2020-08-13,https://www.sec.gov/Archives/edgar/data/1730812/0001730812-20-000003-index.htm
29648,ALBANY INTERNATIONAL CORP /DE/,10-Q,819793,2020-07-30,https://www.sec.gov/Archives/edgar/data/819793/0000819793-20-000012-index.htm
29649,ALBEMARLE CORP,10-Q,915913,2020-08-05,https://www.sec.gov/Archives/edgar/data/915913/0000915913-20-000143-index.htm
29650,ALBERT D MASON INC,13F-HR,1169318,2020-07-21,https://www.sec.gov/Archives/edgar/data/1169318/0001169318-20-000003-index.htm
29651,"ALBIREO PHARMA, INC.",10-Q,1322505,2020-08-06,https://www.sec.gov/Archives/edgar/data/1322505/0001558370-20-009519-index.htm
29652,ALERUS FINANCIAL  NA,13F-HR,919458,2020-08-14,https://www.sec.gov/Archives/edgar/data/919458/0000919458-20-000003-index.htm
29653,ALERUS FINANCIAL CORP,10-Q,903419,2020-08-06,https://www.sec.gov/Archives/edgar/data/903419/0001558370-20-009578-index.htm
29654,ALESCO ADVISORS LLC,13F-HR,1269978,2020-08-14,https://www.sec.gov/Archives/edgar/data/1269978/0001567619-20-015188-index.htm
29655,"ALETHEA CAPITAL MANAGEMENT, LLC",13F-HR,1549408,2020-08-11,https://www.sec.gov/Archives/edgar/data/1549408/0001549408-20-000005-index.htm
29656,ALEXANDERS INC,10-Q,3499,2020-08-03,https://www.sec.gov/Archives/edgar/data/3499/0000003499-20-000022-index.htm
29657,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",10-Q,1035443,2020-07-27,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-20-000208-index.htm
29658,"ALEXION PHARMACEUTICALS, INC.",10-Q,899866,2020-07-30,https://www.sec.gov/Archives/edgar/data/899866/0000899866-20-000074-index.htm
29659,ALGERT GLOBAL LLC,13F-HR,1275218,2020-08-12,https://www.sec.gov/Archives/edgar/data/1275218/0001275218-20-000003-index.htm
29660,"ALICO, INC.",10-Q,3545,2020-08-06,https://www.sec.gov/Archives/edgar/data/3545/0001564590-20-037281-index.htm
29661,ALIGN TECHNOLOGY INC,10-Q,1097149,2020-07-31,https://www.sec.gov/Archives/edgar/data/1097149/0001097149-20-000049-index.htm
29662,ALIMERA SCIENCES INC,10-Q,1267602,2020-08-04,https://www.sec.gov/Archives/edgar/data/1267602/0001267602-20-000109-index.htm
29663,ALJ REGIONAL HOLDINGS INC,10-Q,1438731,2020-08-12,https://www.sec.gov/Archives/edgar/data/1438731/0001564590-20-039679-index.htm
29664,ALJ REGIONAL HOLDINGS INC,DEF 14A,1438731,2020-07-09,https://www.sec.gov/Archives/edgar/data/1438731/0001564590-20-032125-index.htm
29665,ALKALINE WATER Co INC,10-K,1532390,2020-08-13,https://www.sec.gov/Archives/edgar/data/1532390/0001062993-20-003916-index.htm
29666,ALKALINE WATER Co INC,10-Q,1532390,2020-08-14,https://www.sec.gov/Archives/edgar/data/1532390/0001062993-20-003950-index.htm
29667,ALKEON CAPITAL MANAGEMENT LLC,13F-HR,1230239,2020-08-14,https://www.sec.gov/Archives/edgar/data/1230239/0000919574-20-005113-index.htm
29668,ALL AMERICAN SPORTPARK INC,10-Q,930245,2020-08-14,https://www.sec.gov/Archives/edgar/data/930245/0001472375-20-000049-index.htm
29669,ALLEGHANY CORP /DE,10-Q,775368,2020-08-05,https://www.sec.gov/Archives/edgar/data/775368/0001564590-20-036188-index.htm
29670,ALLEGHANY CORP /DE,13F-HR,775368,2020-08-06,https://www.sec.gov/Archives/edgar/data/775368/0000950123-20-007771-index.htm
29671,ALLEGHENY TECHNOLOGIES INC,10-Q,1018963,2020-08-04,https://www.sec.gov/Archives/edgar/data/1018963/0001628280-20-011588-index.htm
29672,ALLEN HOLDING INC /NY,13F-HR,919489,2020-08-10,https://www.sec.gov/Archives/edgar/data/919489/0001172661-20-001623-index.htm
29673,ALLEN OPERATIONS LLC,13F-HR,1389544,2020-08-10,https://www.sec.gov/Archives/edgar/data/1389544/0001172661-20-001621-index.htm
29674,ALLETE INC,10-Q,66756,2020-08-05,https://www.sec.gov/Archives/edgar/data/66756/0000066756-20-000072-index.htm
29675,ALLIANCE DATA SYSTEMS CORP,10-Q,1101215,2020-08-04,https://www.sec.gov/Archives/edgar/data/1101215/0001101215-20-000152-index.htm
29676,ALLIANCE RESOURCE PARTNERS LP,10-Q,1086600,2020-08-06,https://www.sec.gov/Archives/edgar/data/1086600/0001558370-20-009561-index.htm
29677,ALLIANCEBERNSTEIN HOLDING L.P.,10-Q,825313,2020-07-23,https://www.sec.gov/Archives/edgar/data/825313/0000825313-20-000046-index.htm
29678,ALLIANCEBERNSTEIN L.P.,10-Q,1109448,2020-07-23,https://www.sec.gov/Archives/edgar/data/1109448/0001109448-20-000050-index.htm
29679,ALLIANCEBERNSTEIN L.P.,13F-HR,1109448,2020-08-13,https://www.sec.gov/Archives/edgar/data/1109448/0001532155-20-000159-index.htm
29680,ALLIANT ENERGY CORP,10-Q,352541,2020-08-10,https://www.sec.gov/Archives/edgar/data/352541/0000352541-20-000090-index.htm
29681,ALLIANZ INVESTMENT MANAGEMENT LLC,13F-HR,1140038,2020-08-05,https://www.sec.gov/Archives/edgar/data/1140038/0000950123-20-007708-index.htm
29682,ALLIED MOTION TECHNOLOGIES INC,10-Q,46129,2020-08-05,https://www.sec.gov/Archives/edgar/data/46129/0001558370-20-009427-index.htm
29683,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",10-Q,1124804,2020-07-31,https://www.sec.gov/Archives/edgar/data/1124804/0001564590-20-035191-index.htm
29684,ALLSTATE CORP,10-Q,899051,2020-08-04,https://www.sec.gov/Archives/edgar/data/899051/0000899051-20-000054-index.htm
29685,ALLSTATE CORP,13F-HR,899051,2020-08-13,https://www.sec.gov/Archives/edgar/data/899051/0001567619-20-015017-index.htm
29686,"ALNYLAM PHARMACEUTICALS, INC.",10-Q,1178670,2020-08-06,https://www.sec.gov/Archives/edgar/data/1178670/0001178670-20-000015-index.htm
29687,ALPHA PRO TECH LTD,10-Q,884269,2020-08-06,https://www.sec.gov/Archives/edgar/data/884269/0001437749-20-016898-index.htm
29688,ALPHA WINDWARD LLC,13F-HR,1353219,2020-07-13,https://www.sec.gov/Archives/edgar/data/1353219/0001353219-20-000003-index.htm
29689,"ALPHASIMPLEX GROUP, LLC",13F-HR,1387941,2020-08-14,https://www.sec.gov/Archives/edgar/data/1387941/0000919574-20-005080-index.htm
29690,ALPINE ASSOCIATES MANAGEMENT INC.,13F-HR,1396835,2020-08-12,https://www.sec.gov/Archives/edgar/data/1396835/0001396835-20-000008-index.htm
29691,"ALPINE IMMUNE SCIENCES, INC.",10-Q,1626199,2020-08-11,https://www.sec.gov/Archives/edgar/data/1626199/0001626199-20-000045-index.htm
29692,"ALPINE WOODS CAPITAL INVESTORS, LLC",13F-HR,1226886,2020-08-10,https://www.sec.gov/Archives/edgar/data/1226886/0001226886-20-000008-index.htm
29693,ALPS ADVISORS INC,13F-HR,1376113,2020-08-05,https://www.sec.gov/Archives/edgar/data/1376113/0001398344-20-015070-index.htm
29694,ALR TECHNOLOGIES INC.,10-Q,1087022,2020-08-13,https://www.sec.gov/Archives/edgar/data/1087022/0001721868-20-000355-index.htm
29695,ALTA CAPITAL MANAGEMENT LLC/,13F-HR,1093589,2020-08-06,https://www.sec.gov/Archives/edgar/data/1093589/0001093589-20-000004-index.htm
29696,ALTA EQUIPMENT GROUP INC.,10-Q,1759824,2020-08-13,https://www.sec.gov/Archives/edgar/data/1759824/0001564590-20-039998-index.htm
29697,ALTAIR INTERNATIONAL CORP.,NT 10-Q,1570937,2020-08-13,https://www.sec.gov/Archives/edgar/data/1570937/0001104659-20-094731-index.htm
29698,ALTAROCK PARTNERS LLC,13F-HR,1631014,2020-08-13,https://www.sec.gov/Archives/edgar/data/1631014/0001104659-20-094776-index.htm
29699,ALTEX INDUSTRIES INC,10-Q,775057,2020-07-31,https://www.sec.gov/Archives/edgar/data/775057/0001445866-20-001095-index.htm
29700,ALTFEST L J & CO INC,13F-HR,712050,2020-07-21,https://www.sec.gov/Archives/edgar/data/712050/0000712050-20-000007-index.htm
29701,"ALTITUDE INTERNATIONAL, INC",10-Q,1664127,2020-08-14,https://www.sec.gov/Archives/edgar/data/1664127/0001493152-20-015692-index.htm
29702,"ALTRIA GROUP, INC.",10-Q,764180,2020-07-30,https://www.sec.gov/Archives/edgar/data/764180/0000764180-20-000074-index.htm
29703,ALTRINSIC GLOBAL ADVISORS LLC,13F-HR,1167388,2020-08-14,https://www.sec.gov/Archives/edgar/data/1167388/0000919574-20-005172-index.htm
29704,AM INVESTMENT STRATEGIES LLC,13F-HR,1818897,2020-08-11,https://www.sec.gov/Archives/edgar/data/1818897/0001818897-20-000002-index.htm
29705,"AMAG PHARMACEUTICALS, INC.",NT 10-Q,792977,2020-08-11,https://www.sec.gov/Archives/edgar/data/792977/0000792977-20-000075-index.htm
29706,AMALGAMATED BANK,13F-HR,919192,2020-08-10,https://www.sec.gov/Archives/edgar/data/919192/0000919192-20-000005-index.htm
29707,AMANASU ENVIRONMENT CORP,10-Q,1142801,2020-08-13,https://www.sec.gov/Archives/edgar/data/1142801/0001654954-20-009026-index.htm
29708,AMANASU TECHNO HOLDINGS CORP,10-Q,1168663,2020-08-13,https://www.sec.gov/Archives/edgar/data/1168663/0001654954-20-009025-index.htm
29709,AMARILLO BIOSCIENCES INC,10-Q,1014763,2020-08-12,https://www.sec.gov/Archives/edgar/data/1014763/0001014763-20-000005-index.htm
29710,AMARILLO NATIONAL BANK,13F-HR,1053013,2020-07-28,https://www.sec.gov/Archives/edgar/data/1053013/0001053013-20-000006-index.htm
29711,AMARIN CORP PLC\UK,10-Q,897448,2020-08-04,https://www.sec.gov/Archives/edgar/data/897448/0001564590-20-035730-index.htm
29712,AMAZON COM INC,10-Q,1018724,2020-07-31,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-20-000021-index.htm
29713,AMBAC FINANCIAL GROUP INC,10-Q,874501,2020-08-06,https://www.sec.gov/Archives/edgar/data/874501/0000874501-20-000116-index.htm
29714,AMBASE CORP,10-Q,20639,2020-08-10,https://www.sec.gov/Archives/edgar/data/20639/0001140361-20-017957-index.htm
29715,"AMC ENTERTAINMENT HOLDINGS, INC.",10-Q,1411579,2020-08-06,https://www.sec.gov/Archives/edgar/data/1411579/0001411579-20-000068-index.htm
29716,AMC Networks Inc.,10-Q,1514991,2020-08-05,https://www.sec.gov/Archives/edgar/data/1514991/0001514991-20-000033-index.htm
29717,AMCI Acquisition Corp.,10-Q,1744494,2020-08-10,https://www.sec.gov/Archives/edgar/data/1744494/0001140361-20-017998-index.htm
29718,AMCON DISTRIBUTING CO,10-Q,928465,2020-07-20,https://www.sec.gov/Archives/edgar/data/928465/0001558370-20-008240-index.htm
29719,AMEDISYS INC,10-Q,896262,2020-07-29,https://www.sec.gov/Archives/edgar/data/896262/0000896262-20-000013-index.htm
29720,AMERCO /NV/,10-Q,4457,2020-08-05,https://www.sec.gov/Archives/edgar/data/4457/0000004457-20-000073-index.htm
29721,AMERCO /NV/,DEF 14A,4457,2020-07-08,https://www.sec.gov/Archives/edgar/data/4457/0000004457-20-000056-index.htm
29722,AMEREN CORP,10-Q,1002910,2020-08-10,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-20-000128-index.htm
29723,"AMERI Holdings, Inc.",10-K/A,890821,2020-08-12,https://www.sec.gov/Archives/edgar/data/890821/0001493152-20-015385-index.htm
29724,"AMERI Holdings, Inc.",10-Q,890821,2020-08-14,https://www.sec.gov/Archives/edgar/data/890821/0001493152-20-015855-index.htm
29725,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",10-Q,1059142,2020-08-04,https://www.sec.gov/Archives/edgar/data/1059142/0001564590-20-035778-index.htm
29726,"AMERICAN AIRLINES, INC.",10-Q,4515,2020-07-23,https://www.sec.gov/Archives/edgar/data/4515/0000006201-20-000089-index.htm
29727,AMERICAN ASSET MANAGEMENT INC.,13F-HR,1569454,2020-08-06,https://www.sec.gov/Archives/edgar/data/1569454/0001606587-20-000850-index.htm
29728,AMERICAN ASSETS INC,13F-HR,885118,2020-08-04,https://www.sec.gov/Archives/edgar/data/885118/0000885118-20-000006-index.htm
29729,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,10-Q,1062231,2020-07-31,https://www.sec.gov/Archives/edgar/data/1062231/0001062231-20-000059-index.htm
29730,AMERICAN BIO MEDICA CORP,10-K/A,896747,2020-07-24,https://www.sec.gov/Archives/edgar/data/896747/0001654954-20-008004-index.htm
29731,AMERICAN BIO MEDICA CORP,10-Q,896747,2020-07-31,https://www.sec.gov/Archives/edgar/data/896747/0001654954-20-008274-index.htm
29732,AMERICAN BIO MEDICA CORP,NT 10-Q,896747,2020-08-14,https://www.sec.gov/Archives/edgar/data/896747/0001654954-20-009134-index.htm
29733,AMERICAN CAMPUS COMMUNITIES INC,10-Q,1283630,2020-07-31,https://www.sec.gov/Archives/edgar/data/1283630/0001283630-20-000095-index.htm
29734,AMERICAN CAPITAL MANAGEMENT INC,13F-HR,1320168,2020-08-13,https://www.sec.gov/Archives/edgar/data/1320168/0001104659-20-094749-index.htm
29735,AMERICAN CENTURY COMPANIES INC,13F-HR,748054,2020-08-13,https://www.sec.gov/Archives/edgar/data/748054/0000748054-20-000012-index.htm
29736,AMERICAN CHURCH MORTGAGE CO,10-Q,934543,2020-08-13,https://www.sec.gov/Archives/edgar/data/934543/0000934543-20-000032-index.htm
29737,AMERICAN CRYOSTEM Corp,NT 10-Q,1468679,2020-08-14,https://www.sec.gov/Archives/edgar/data/1468679/0001019056-20-000480-index.htm
29738,"AMERICAN EDUCATION CENTER, INC.",10-Q,1626556,2020-08-14,https://www.sec.gov/Archives/edgar/data/1626556/0001104659-20-095408-index.htm
29739,AMERICAN ELECTRIC POWER CO INC,10-Q,4904,2020-08-06,https://www.sec.gov/Archives/edgar/data/4904/0000004904-20-000062-index.htm
29740,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,1039828,2020-08-10,https://www.sec.gov/Archives/edgar/data/1039828/0001039828-20-000062-index.htm
29741,AMERICAN EXPRESS CO,10-Q,4962,2020-07-24,https://www.sec.gov/Archives/edgar/data/4962/0000004962-20-000079-index.htm
29742,AMERICAN EXPRESS CREDIT CORP,10-Q,4969,2020-08-11,https://www.sec.gov/Archives/edgar/data/4969/0000004969-20-000041-index.htm
29743,AMERICAN FINANCIAL GROUP INC,10-Q,1042046,2020-08-06,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-20-000032-index.htm
29744,AMERICAN FINANCIAL GROUP INC,13F-HR,1042046,2020-08-07,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-20-000038-index.htm
29745,AMERICAN FINANCIAL GROUP INC 401(K) RETIREMENT & SAVINGS PLA,13F-HR,943719,2020-08-07,https://www.sec.gov/Archives/edgar/data/943719/0001042046-20-000039-index.htm
29746,AMERICAN HONDA FINANCE CORP,10-Q,864270,2020-08-10,https://www.sec.gov/Archives/edgar/data/864270/0000864270-20-000010-index.htm
29747,AMERICAN INTERNATIONAL GROUP INC,10-Q,5272,2020-08-04,https://www.sec.gov/Archives/edgar/data/5272/0001104659-20-090177-index.htm
29748,AMERICAN INTERNATIONAL GROUP INC,13F-HR,5272,2020-08-12,https://www.sec.gov/Archives/edgar/data/5272/0001104659-20-093918-index.htm
29749,AMERICAN INTERNATIONAL HOLDINGS CORP.,10-Q,1300524,2020-07-24,https://www.sec.gov/Archives/edgar/data/1300524/0001493152-20-013965-index.htm
29750,AMERICAN INTERNATIONAL HOLDINGS CORP.,NT 10-Q,1300524,2020-08-13,https://www.sec.gov/Archives/edgar/data/1300524/0001493152-20-015405-index.htm
29751,AMERICAN NATIONAL BANK,13F-HR,1272164,2020-07-07,https://www.sec.gov/Archives/edgar/data/1272164/0001272164-20-000003-index.htm
29752,AMERICAN NATIONAL BANKSHARES INC.,10-Q,741516,2020-08-06,https://www.sec.gov/Archives/edgar/data/741516/0001437749-20-016799-index.htm
29753,AMERICAN NATIONAL INSURANCE CO,13F-HR,904163,2020-08-13,https://www.sec.gov/Archives/edgar/data/904163/0000950123-20-008555-index.htm
29754,AMERICAN PUBLIC EDUCATION INC,10-Q,1201792,2020-08-10,https://www.sec.gov/Archives/edgar/data/1201792/0001201792-20-000013-index.htm
29755,AMERICAN REALTY INVESTORS INC,10-Q,1102238,2020-08-14,https://www.sec.gov/Archives/edgar/data/1102238/0001387131-20-007520-index.htm
29756,AMERICAN REBEL HOLDINGS INC,10-Q,1648087,2020-08-14,https://www.sec.gov/Archives/edgar/data/1648087/0001078782-20-000643-index.htm
29757,AMERICAN RIVER BANKSHARES,10-Q,1108236,2020-08-06,https://www.sec.gov/Archives/edgar/data/1108236/0001019056-20-000461-index.htm
29758,AMERICAN SECURITIES LLC,13F-HR,1475483,2020-08-06,https://www.sec.gov/Archives/edgar/data/1475483/0001567619-20-014443-index.htm
29759,AMERICAN SHARED HOSPITAL SERVICES,10-Q,744825,2020-08-14,https://www.sec.gov/Archives/edgar/data/744825/0000744825-20-000093-index.htm
29760,AMERICAN SOFTWARE INC,10-K,713425,2020-07-10,https://www.sec.gov/Archives/edgar/data/713425/0001628280-20-010300-index.htm
29761,AMERICAN SOFTWARE INC,DEF 14A,713425,2020-08-04,https://www.sec.gov/Archives/edgar/data/713425/0001628280-20-011617-index.htm
29762,AMERICAN STATES WATER CO,10-Q,1056903,2020-08-03,https://www.sec.gov/Archives/edgar/data/1056903/0001056903-20-000062-index.htm
29763,AMERICAN SUPERCONDUCTOR CORP /DE/,10-Q,880807,2020-08-05,https://www.sec.gov/Archives/edgar/data/880807/0001437749-20-016667-index.htm
29764,AMERICAN TOWER CORP /MA/,10-Q,1053507,2020-07-30,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-20-000129-index.htm
29765,AMERICAN VANGUARD CORP,10-Q,5981,2020-08-07,https://www.sec.gov/Archives/edgar/data/5981/0001564590-20-038321-index.htm
29766,AMERICAS CARMART INC,DEF 14A,799850,2020-07-15,https://www.sec.gov/Archives/edgar/data/799850/0001171843-20-004960-index.htm
29767,AMERICOLD REALTY TRUST,10-Q,1455863,2020-08-10,https://www.sec.gov/Archives/edgar/data/1455863/0001455863-20-000111-index.htm
29768,AMERINST INSURANCE GROUP LTD,10-Q,1065201,2020-08-13,https://www.sec.gov/Archives/edgar/data/1065201/0001193125-20-219166-index.htm
29769,AMERIPRISE CERTIFICATE CO,10-Q,52428,2020-08-10,https://www.sec.gov/Archives/edgar/data/52428/0000820027-20-000062-index.htm
29770,AMERIPRISE FINANCIAL INC,10-Q,820027,2020-08-10,https://www.sec.gov/Archives/edgar/data/820027/0000820027-20-000064-index.htm
29771,AMERIPRISE FINANCIAL INC,13F-HR,820027,2020-08-14,https://www.sec.gov/Archives/edgar/data/820027/0000950123-20-008828-index.htm
29772,AMERISAFE INC,10-Q,1018979,2020-07-31,https://www.sec.gov/Archives/edgar/data/1018979/0001564590-20-035169-index.htm
29773,AMERISERV FINANCIAL INC /PA/,10-Q,707605,2020-08-10,https://www.sec.gov/Archives/edgar/data/707605/0001104659-20-092192-index.htm
